CMDLINE python app.py
MEM 13.437500 1756915299.8122
MEM 13.437500 1756915299.9133
MEM 13.437500 1756915300.0137
MEM 13.437500 1756915300.1189
MEM 13.437500 1756915300.2242
MEM 13.437500 1756915300.3293
MEM 13.437500 1756915300.4343
MEM 13.437500 1756915300.5391
MEM 13.437500 1756915300.6441
MEM 13.437500 1756915300.7465
MEM 13.437500 1756915300.8494
MEM 13.437500 1756915300.9546
MEM 13.437500 1756915301.0568
MEM 13.437500 1756915301.1620
MEM 13.437500 1756915301.2673
MEM 13.437500 1756915301.3725
MEM 13.437500 1756915301.4778
MEM 13.437500 1756915301.5823
MEM 13.437500 1756915301.6844
MEM 13.437500 1756915301.7866
MEM 13.437500 1756915301.8883
MEM 13.437500 1756915301.9937
MEM 13.437500 1756915302.0977
MEM 13.437500 1756915302.2029
MEM 13.437500 1756915302.3085
MEM 13.437500 1756915302.4138
MEM 13.437500 1756915302.5190
MEM 13.437500 1756915302.6243
MEM 13.437500 1756915302.7279
MEM 13.437500 1756915302.8319
MEM 13.406250 1756915302.9372
MEM 13.406250 1756915303.0424
MEM 13.343750 1756915303.1479
MEM 13.343750 1756915303.2498
MEM 13.343750 1756915303.3551
MEM 13.343750 1756915303.4602
MEM 13.343750 1756915303.5619
MEM 13.343750 1756915303.6670
MEM 13.343750 1756915303.7696
MEM 13.375000 1756915303.8700
MEM 13.375000 1756915303.9753
MEM 13.375000 1756915304.0759
MEM 13.375000 1756915304.1813
MEM 13.375000 1756915304.2866
MEM 13.375000 1756915304.3934
MEM 13.375000 1756915304.4986
MEM 13.375000 1756915304.6005
MEM 13.375000 1756915304.7046
MEM 13.375000 1756915304.8092
MEM 13.375000 1756915304.9105
MEM 13.375000 1756915305.0158
MEM 13.375000 1756915305.1210
MEM 13.375000 1756915305.2249
MEM 13.375000 1756915305.3266
MEM 13.375000 1756915305.4319
MEM 13.375000 1756915305.5340
MEM 13.375000 1756915305.6392
MEM 13.375000 1756915305.7405
MEM 13.375000 1756915305.8430
MEM 13.375000 1756915305.9481
MEM 13.375000 1756915306.0515
MEM 13.375000 1756915306.1565
MEM 13.375000 1756915306.2617
MEM 13.375000 1756915306.3670
MEM 13.375000 1756915306.4722
MEM 13.375000 1756915306.5769
MEM 13.375000 1756915306.6799
MEM 13.375000 1756915306.7853
MEM 13.375000 1756915306.8894
MEM 13.375000 1756915306.9920
MEM 13.343750 1756915307.0967
MEM 13.343750 1756915307.1978
MEM 13.343750 1756915307.3031
MEM 13.343750 1756915307.4034
MEM 13.343750 1756915307.5086
MEM 13.343750 1756915307.6130
MEM 13.343750 1756915307.7167
MEM 13.375000 1756915307.8221
MEM 13.375000 1756915307.9274
MEM 13.359375 1756915308.0326
MEM 13.359375 1756915308.1343
MEM 13.359375 1756915308.2377
MEM 13.359375 1756915308.3428
MEM 13.359375 1756915308.4449
MEM 13.359375 1756915308.5502
MEM 13.359375 1756915308.6557
MEM 13.359375 1756915308.7594
MEM 13.390625 1756915308.8611
MEM 13.390625 1756915308.9618
MEM 13.390625 1756915309.0673
MEM 13.390625 1756915309.1729
MEM 13.390625 1756915309.2783
MEM 13.390625 1756915309.3839
MEM 13.390625 1756915309.4892
MEM 13.390625 1756915309.5945
MEM 13.390625 1756915309.6997
MEM 13.390625 1756915309.8046
MEM 13.390625 1756915309.9063
MEM 13.390625 1756915310.0101
MEM 13.390625 1756915310.1106
MEM 13.390625 1756915310.2148
MEM 13.390625 1756915310.3200
MEM 13.390625 1756915310.4212
MEM 13.390625 1756915310.5260
MEM 13.390625 1756915310.6313
MEM 13.390625 1756915310.7362
MEM 13.390625 1756915310.8417
MEM 13.390625 1756915310.9445
MEM 13.390625 1756915311.0463
MEM 13.390625 1756915311.1469
MEM 13.390625 1756915311.2522
MEM 13.390625 1756915311.3552
MEM 13.390625 1756915311.4590
MEM 13.390625 1756915311.5601
MEM 13.390625 1756915311.6654
MEM 13.390625 1756915311.7710
MEM 13.390625 1756915311.8737
MEM 13.390625 1756915311.9772
MEM 13.390625 1756915312.0816
MEM 13.390625 1756915312.1836
MEM 13.390625 1756915312.2887
MEM 13.390625 1756915312.3940
MEM 13.390625 1756915312.4994
MEM 13.390625 1756915312.6039
MEM 13.390625 1756915312.7094
MEM 13.390625 1756915312.8125
MEM 13.390625 1756915312.9150
MEM 13.390625 1756915313.0205
MEM 13.390625 1756915313.1253
MEM 13.390625 1756915313.2272
MEM 13.390625 1756915313.3322
MEM 13.390625 1756915313.4371
MEM 13.390625 1756915313.5408
MEM 13.390625 1756915313.6429
MEM 12.015625 1756915313.7545
MEM 13.343750 1756915313.8597
MEM 13.343750 1756915313.9659
MEM 13.343750 1756915314.0704
MEM 13.343750 1756915314.1757
MEM 13.343750 1756915314.2775
MEM 13.343750 1756915314.3826
MEM 13.343750 1756915314.4873
MEM 13.343750 1756915314.5898
MEM 13.343750 1756915314.6950
MEM 13.343750 1756915314.8001
MEM 13.343750 1756915314.9035
MEM 13.343750 1756915315.0088
MEM 13.343750 1756915315.1128
MEM 13.312500 1756915315.2181
MEM 13.312500 1756915315.3234
MEM 13.312500 1756915315.4289
MEM 13.312500 1756915315.5337
MEM 13.312500 1756915315.6355
MEM 13.312500 1756915315.7405
MEM 13.312500 1756915315.8458
MEM 13.312500 1756915315.9504
MEM 13.312500 1756915316.0520
MEM 13.312500 1756915316.1543
MEM 13.312500 1756915316.2593
MEM 13.312500 1756915316.3598
MEM 13.312500 1756915316.4639
MEM 13.312500 1756915316.5647
MEM 13.312500 1756915316.6693
MEM 13.312500 1756915316.7745
MEM 13.312500 1756915316.8797
MEM 13.312500 1756915316.9845
MEM 13.312500 1756915317.0892
MEM 13.312500 1756915317.1938
MEM 13.312500 1756915317.2990
MEM 13.312500 1756915317.4002
MEM 13.312500 1756915317.5132
MEM 13.312500 1756915317.6184
MEM 13.312500 1756915317.7239
MEM 13.312500 1756915317.8265
MEM 13.343750 1756915317.9320
MEM 13.343750 1756915318.0375
MEM 13.343750 1756915318.1386
MEM 13.343750 1756915318.2439
MEM 13.312500 1756915318.3495
MEM 13.312500 1756915318.4540
MEM 13.312500 1756915318.5550
MEM 13.312500 1756915318.6601
MEM 13.312500 1756915318.7621
MEM 13.328125 1756915318.8624
MEM 13.328125 1756915318.9676
MEM 13.328125 1756915319.0729
MEM 13.328125 1756915319.1777
MEM 13.328125 1756915319.2814
MEM 13.328125 1756915319.3861
MEM 13.328125 1756915319.4904
MEM 13.328125 1756915319.5944
MEM 13.328125 1756915319.6977
MEM 13.328125 1756915319.8002
MEM 13.359375 1756915319.9046
MEM 13.359375 1756915320.0098
MEM 13.359375 1756915320.1151
MEM 13.359375 1756915320.2157
MEM 13.359375 1756915320.3167
MEM 13.359375 1756915320.4191
MEM 13.359375 1756915320.5244
MEM 13.359375 1756915320.6275
MEM 13.359375 1756915320.7285
MEM 13.359375 1756915320.8339
MEM 13.390625 1756915320.9391
MEM 13.390625 1756915321.0444
MEM 13.390625 1756915321.1486
MEM 13.390625 1756915321.2528
MEM 13.390625 1756915321.3553
MEM 13.390625 1756915321.4606
MEM 13.390625 1756915321.5642
MEM 13.390625 1756915321.6695
MEM 13.390625 1756915321.7710
MEM 13.390625 1756915321.8764
MEM 13.390625 1756915321.9815
MEM 13.390625 1756915322.0868
MEM 13.390625 1756915322.1923
MEM 13.390625 1756915322.2937
MEM 13.390625 1756915322.3986
MEM 13.390625 1756915322.5040
MEM 13.390625 1756915322.6087
MEM 13.390625 1756915322.7126
MEM 13.390625 1756915322.8180
MEM 13.390625 1756915322.9205
MEM 13.390625 1756915323.0211
MEM 13.390625 1756915323.1264
MEM 13.390625 1756915323.2317
MEM 13.390625 1756915323.3368
MEM 13.390625 1756915323.4394
MEM 13.390625 1756915323.5445
MEM 13.390625 1756915323.6477
MEM 13.390625 1756915323.7506
MEM 13.390625 1756915323.8531
MEM 13.406250 1756915323.9584
MEM 13.406250 1756915324.0618
MEM 13.406250 1756915324.1647
MEM 13.406250 1756915324.2701
MEM 13.406250 1756915324.3754
MEM 13.406250 1756915324.4770
MEM 13.406250 1756915324.5779
MEM 13.406250 1756915324.6825
MEM 13.406250 1756915324.7859
MEM 13.406250 1756915324.8914
MEM 13.375000 1756915324.9946
MEM 13.375000 1756915325.0957
MEM 13.375000 1756915325.2004
MEM 13.375000 1756915325.3056
MEM 13.375000 1756915325.4097
MEM 13.375000 1756915325.5126
MEM 13.375000 1756915325.6137
MEM 13.375000 1756915325.7143
MEM 13.375000 1756915325.8197
MEM 13.375000 1756915325.9223
MEM 13.375000 1756915326.0264
MEM 13.375000 1756915326.1316
MEM 13.375000 1756915326.2367
MEM 13.375000 1756915326.3420
MEM 13.375000 1756915326.4441
MEM 13.375000 1756915326.5449
MEM 13.375000 1756915326.6504
MEM 13.375000 1756915326.7516
MEM 13.375000 1756915326.8550
MEM 13.375000 1756915326.9585
MEM 13.375000 1756915327.0637
MEM 13.375000 1756915327.1686
MEM 13.375000 1756915327.2738
MEM 13.375000 1756915327.3764
MEM 13.375000 1756915327.4800
MEM 13.375000 1756915327.5853
MEM 13.375000 1756915327.6905
MEM 13.375000 1756915327.7957
MEM 13.375000 1756915327.9010
MEM 13.375000 1756915328.0065
MEM 13.375000 1756915328.1104
MEM 13.375000 1756915328.2158
MEM 13.375000 1756915328.3177
MEM 13.375000 1756915328.4230
MEM 13.375000 1756915328.5284
MEM 13.375000 1756915328.6326
MEM 13.375000 1756915328.7380
MEM 13.375000 1756915328.8429
MEM 13.375000 1756915328.9481
MEM 13.375000 1756915329.0534
MEM 13.375000 1756915329.1583
MEM 13.375000 1756915329.2604
MEM 13.375000 1756915329.3657
MEM 13.375000 1756915329.4710
MEM 13.375000 1756915329.5760
MEM 13.375000 1756915329.6772
MEM 13.375000 1756915329.7821
MEM 13.375000 1756915329.8858
MEM 13.375000 1756915329.9871
MEM 13.375000 1756915330.0923
MEM 13.375000 1756915330.1975
MEM 13.375000 1756915330.3023
MEM 13.375000 1756915330.4045
MEM 13.375000 1756915330.5098
MEM 13.375000 1756915330.6150
MEM 13.375000 1756915330.7203
MEM 13.375000 1756915330.8233
MEM 13.375000 1756915330.9264
MEM 13.375000 1756915331.0286
MEM 13.375000 1756915331.1335
MEM 13.375000 1756915331.2356
MEM 13.375000 1756915331.3409
MEM 13.375000 1756915331.4438
MEM 13.375000 1756915331.5493
MEM 13.375000 1756915331.6504
MEM 13.375000 1756915331.7547
MEM 13.375000 1756915331.8602
MEM 13.375000 1756915331.9655
MEM 13.375000 1756915332.0669
MEM 13.375000 1756915332.1685
MEM 13.375000 1756915332.2730
MEM 13.375000 1756915332.3779
MEM 13.375000 1756915332.4782
MEM 13.375000 1756915332.5836
MEM 13.375000 1756915332.6890
MEM 13.343750 1756915332.7939
MEM 13.343750 1756915332.8953
MEM 13.343750 1756915333.0007
MEM 13.343750 1756915333.1034
MEM 13.343750 1756915333.2073
MEM 13.343750 1756915333.3106
MEM 13.343750 1756915333.4127
MEM 13.328125 1756915333.5178
MEM 13.328125 1756915333.6231
MEM 13.328125 1756915333.7282
MEM 13.328125 1756915333.8329
MEM 13.328125 1756915333.9351
MEM 13.328125 1756915334.0404
MEM 13.296875 1756915334.1457
MEM 13.296875 1756915334.2509
MEM 13.296875 1756915334.3536
MEM 13.296875 1756915334.4589
MEM 13.296875 1756915334.5602
MEM 13.296875 1756915334.6654
MEM 13.296875 1756915334.7706
MEM 13.296875 1756915334.8760
MEM 13.328125 1756915334.9784
MEM 13.328125 1756915335.0837
MEM 13.328125 1756915335.1853
MEM 13.328125 1756915335.2892
MEM 13.328125 1756915335.3934
MEM 13.328125 1756915335.4948
MEM 13.328125 1756915335.5982
MEM 13.328125 1756915335.7034
MEM 13.328125 1756915335.8086
MEM 13.328125 1756915335.9107
MEM 13.328125 1756915336.0159
MEM 13.328125 1756915336.1211
MEM 13.328125 1756915336.2235
MEM 13.328125 1756915336.3285
MEM 13.328125 1756915336.4332
MEM 13.328125 1756915336.5386
MEM 13.328125 1756915336.6439
MEM 13.328125 1756915336.7491
MEM 13.328125 1756915336.8546
MEM 13.328125 1756915336.9594
MEM 13.328125 1756915337.0643
MEM 13.328125 1756915337.1692
MEM 13.328125 1756915337.2746
MEM 13.328125 1756915337.3801
MEM 13.328125 1756915337.4855
MEM 13.328125 1756915337.5907
MEM 13.328125 1756915337.6964
MEM 13.328125 1756915337.8016
MEM 13.328125 1756915337.9069
MEM 13.328125 1756915338.0100
MEM 13.328125 1756915338.1127
MEM 13.328125 1756915338.2148
MEM 13.328125 1756915338.3198
MEM 13.328125 1756915338.4232
MEM 13.328125 1756915338.5287
MEM 13.328125 1756915338.6304
MEM 13.328125 1756915338.7329
MEM 13.328125 1756915338.8381
MEM 13.328125 1756915338.9434
MEM 13.328125 1756915339.0447
MEM 13.328125 1756915339.1459
MEM 13.328125 1756915339.2502
MEM 13.328125 1756915339.3555
MEM 13.328125 1756915339.4608
MEM 13.328125 1756915339.5661
MEM 13.328125 1756915339.6703
MEM 13.328125 1756915339.7716
MEM 13.328125 1756915339.8734
MEM 13.328125 1756915339.9775
MEM 13.328125 1756915340.0821
MEM 13.328125 1756915340.1838
MEM 13.328125 1756915340.2877
MEM 13.328125 1756915340.3892
MEM 13.328125 1756915340.4933
MEM 13.328125 1756915340.5982
MEM 13.328125 1756915340.7003
MEM 13.296875 1756915340.8022
MEM 13.296875 1756915340.9026
MEM 13.328125 1756915341.0079
MEM 13.328125 1756915341.1134
MEM 13.328125 1756915341.2188
MEM 13.328125 1756915341.3237
MEM 13.328125 1756915341.4292
MEM 13.328125 1756915341.5347
MEM 13.328125 1756915341.6379
MEM 13.281250 1756915341.7392
MEM 13.281250 1756915341.8445
MEM 13.296875 1756915341.9448
MEM 13.296875 1756915342.0500
MEM 13.296875 1756915342.1521
MEM 13.296875 1756915342.2580
MEM 13.296875 1756915342.3634
MEM 13.296875 1756915342.4689
MEM 13.296875 1756915342.5717
MEM 13.296875 1756915342.6745
MEM 13.296875 1756915342.7798
MEM 13.296875 1756915342.8809
MEM 13.328125 1756915342.9862
MEM 13.328125 1756915343.1009
MEM 13.328125 1756915343.2061
MEM 13.328125 1756915343.3102
MEM 13.328125 1756915343.4156
MEM 13.328125 1756915343.5181
