CMDLINE python app.py
MEM 13.468750 1756915722.6702
MEM 13.468750 1756915722.7739
MEM 13.468750 1756915722.8802
MEM 13.468750 1756915722.9810
MEM 13.468750 1756915723.0827
MEM 13.468750 1756915723.1849
MEM 13.468750 1756915723.2901
MEM 13.468750 1756915723.3953
MEM 13.468750 1756915723.4980
MEM 13.468750 1756915723.6017
MEM 13.468750 1756915723.7078
MEM 13.437500 1756915723.8126
MEM 13.437500 1756915723.9153
MEM 13.437500 1756915724.0162
MEM 13.640625 1756915724.1214
MEM 13.640625 1756915724.2268
MEM 13.640625 1756915724.3289
MEM 13.640625 1756915724.4342
MEM 13.640625 1756915724.5405
MEM 13.640625 1756915724.6422
MEM 13.640625 1756915724.7462
MEM 13.640625 1756915724.8483
MEM 13.640625 1756915724.9515
MEM 13.640625 1756915725.0567
MEM 13.671875 1756915725.1588
MEM 13.671875 1756915725.2640
MEM 13.671875 1756915725.3670
MEM 13.671875 1756915725.4723
MEM 13.671875 1756915725.5755
MEM 13.671875 1756915725.6793
MEM 13.671875 1756915725.7829
MEM 13.562500 1756915725.8880
MEM 13.562500 1756915725.9932
MEM 13.562500 1756915726.0965
MEM 13.593750 1756915726.2005
MEM 13.593750 1756915726.3057
MEM 13.593750 1756915726.4099
MEM 13.593750 1756915726.5103
MEM 13.593750 1756915726.6155
MEM 13.593750 1756915726.7204
MEM 13.593750 1756915726.8257
MEM 13.593750 1756915726.9271
MEM 13.593750 1756915727.0315
MEM 13.593750 1756915727.1340
MEM 13.593750 1756915727.2352
MEM 13.593750 1756915727.3405
MEM 13.593750 1756915727.4439
MEM 13.593750 1756915727.5483
MEM 13.593750 1756915727.6537
MEM 13.593750 1756915727.7590
MEM 13.593750 1756915727.8643
MEM 13.562500 1756915727.9649
MEM 13.562500 1756915728.0702
MEM 13.562500 1756915728.1754
MEM 13.562500 1756915728.2807
MEM 13.562500 1756915728.3859
MEM 13.562500 1756915728.4912
MEM 13.562500 1756915728.5966
MEM 13.562500 1756915728.7014
MEM 13.562500 1756915728.8068
MEM 13.562500 1756915728.9121
MEM 13.562500 1756915729.0164
MEM 13.562500 1756915729.1210
MEM 13.562500 1756915729.2262
MEM 13.562500 1756915729.3297
MEM 13.562500 1756915729.4304
MEM 13.562500 1756915729.5341
MEM 13.562500 1756915729.6358
MEM 13.562500 1756915729.7364
MEM 13.562500 1756915729.8398
MEM 13.562500 1756915729.9450
MEM 13.562500 1756915730.0490
MEM 13.562500 1756915730.1509
MEM 13.562500 1756915730.2544
MEM 13.562500 1756915730.3577
MEM 13.562500 1756915730.4630
MEM 13.562500 1756915730.5636
MEM 13.562500 1756915730.6689
MEM 13.562500 1756915730.7712
MEM 13.562500 1756915730.8765
MEM 13.562500 1756915730.9784
MEM 13.562500 1756915731.0800
MEM 13.593750 1756915731.1854
MEM 13.593750 1756915731.2895
MEM 13.593750 1756915731.3948
MEM 13.593750 1756915731.5001
MEM 13.593750 1756915731.6035
MEM 13.593750 1756915731.7087
MEM 13.593750 1756915731.8113
MEM 13.593750 1756915731.9159
MEM 13.593750 1756915732.0213
MEM 13.593750 1756915732.1260
MEM 13.593750 1756915732.2269
MEM 13.593750 1756915732.3278
MEM 13.593750 1756915732.4330
MEM 13.593750 1756915732.5382
MEM 13.593750 1756915732.6436
MEM 13.593750 1756915732.7472
MEM 13.593750 1756915732.8512
MEM 13.593750 1756915732.9554
MEM 13.593750 1756915733.0569
MEM 13.593750 1756915733.1599
MEM 13.593750 1756915733.2625
MEM 13.593750 1756915733.3650
MEM 13.593750 1756915733.4660
MEM 13.593750 1756915733.5712
MEM 13.593750 1756915733.6731
MEM 13.593750 1756915733.7784
MEM 13.593750 1756915733.8823
MEM 13.593750 1756915733.9853
MEM 13.593750 1756915734.0905
MEM 13.625000 1756915734.1944
MEM 13.625000 1756915734.2952
MEM 13.625000 1756915734.3962
MEM 13.625000 1756915734.5003
MEM 13.421875 1756915734.6057
MEM 13.421875 1756915734.7112
MEM 13.421875 1756915734.8135
MEM 13.421875 1756915734.9166
MEM 13.421875 1756915735.0222
MEM 13.421875 1756915735.1284
MEM 13.453125 1756915735.2340
MEM 13.453125 1756915735.3376
MEM 13.453125 1756915735.4413
MEM 13.453125 1756915735.5429
MEM 13.453125 1756915735.6481
MEM 13.453125 1756915735.7522
MEM 13.421875 1756915735.8574
MEM 13.421875 1756915735.9599
MEM 13.421875 1756915736.0626
MEM 13.453125 1756915736.1648
MEM 13.421875 1756915736.2697
MEM 12.031250 1756915736.3741
MEM 12.031250 1756915736.4794
MEM 12.031250 1756915736.5801
MEM 12.000000 1756915736.6808
MEM 12.000000 1756915736.7860
MEM 12.000000 1756915736.8913
MEM 12.000000 1756915736.9930
MEM 12.000000 1756915737.1008
MEM 13.421875 1756915737.2061
MEM 13.421875 1756915737.3095
MEM 13.421875 1756915737.4133
MEM 13.421875 1756915737.5151
MEM 13.421875 1756915737.6193
MEM 13.421875 1756915737.7245
MEM 13.421875 1756915737.8294
MEM 13.421875 1756915737.9331
MEM 13.421875 1756915738.0382
MEM 13.421875 1756915738.1397
MEM 13.421875 1756915738.2434
MEM 13.359375 1756915738.3485
MEM 13.359375 1756915738.4521
MEM 13.359375 1756915738.5558
MEM 13.359375 1756915738.6565
MEM 13.359375 1756915738.7618
MEM 13.359375 1756915738.8654
MEM 13.359375 1756915738.9665
MEM 13.359375 1756915739.0720
MEM 13.359375 1756915739.1759
MEM 13.359375 1756915739.2813
MEM 13.359375 1756915739.3844
MEM 13.359375 1756915739.4863
MEM 13.359375 1756915739.5917
MEM 13.359375 1756915739.6969
MEM 13.359375 1756915739.8021
MEM 13.359375 1756915739.9074
MEM 13.359375 1756915740.0140
MEM 13.359375 1756915740.1190
MEM 13.359375 1756915740.2242
MEM 13.359375 1756915740.3265
MEM 13.359375 1756915740.4313
MEM 13.359375 1756915740.5366
MEM 13.359375 1756915740.6393
MEM 13.359375 1756915740.7443
MEM 13.359375 1756915740.8469
MEM 13.359375 1756915740.9521
MEM 13.359375 1756915741.0535
MEM 13.359375 1756915741.1575
MEM 13.390625 1756915741.2590
MEM 13.390625 1756915741.3642
MEM 13.390625 1756915741.4694
MEM 13.390625 1756915741.5745
MEM 13.390625 1756915741.6797
MEM 13.390625 1756915741.7849
MEM 13.390625 1756915741.8897
MEM 13.390625 1756915741.9941
MEM 13.390625 1756915742.0993
MEM 13.390625 1756915742.2045
MEM 13.390625 1756915742.3098
MEM 13.390625 1756915742.4105
MEM 13.390625 1756915742.5121
MEM 13.390625 1756915742.6174
MEM 13.390625 1756915742.7226
MEM 13.390625 1756915742.8278
MEM 13.390625 1756915742.9306
MEM 13.390625 1756915743.0358
MEM 13.390625 1756915743.1411
MEM 13.390625 1756915743.2452
MEM 13.390625 1756915743.3503
MEM 13.390625 1756915743.4555
MEM 13.390625 1756915743.5606
MEM 13.390625 1756915743.6658
MEM 13.390625 1756915743.7711
MEM 13.390625 1756915743.8748
MEM 13.390625 1756915743.9801
MEM 13.390625 1756915744.0853
MEM 13.390625 1756915744.1895
MEM 13.390625 1756915744.2899
MEM 13.390625 1756915744.3954
MEM 13.390625 1756915744.5008
MEM 13.390625 1756915744.6055
MEM 13.390625 1756915744.7096
MEM 13.390625 1756915744.8148
MEM 13.390625 1756915744.9200
MEM 13.390625 1756915745.0252
MEM 13.390625 1756915745.1305
MEM 13.390625 1756915745.2360
MEM 13.390625 1756915745.3394
MEM 13.390625 1756915745.4429
MEM 13.390625 1756915745.5455
MEM 13.390625 1756915745.6479
MEM 13.390625 1756915745.7541
MEM 13.390625 1756915745.8593
MEM 13.390625 1756915745.9645
MEM 13.390625 1756915746.0663
MEM 13.390625 1756915746.1715
MEM 13.390625 1756915746.2769
MEM 13.390625 1756915746.3823
MEM 13.390625 1756915746.4837
MEM 13.390625 1756915746.5891
MEM 13.390625 1756915746.6933
MEM 13.390625 1756915746.7956
MEM 13.390625 1756915746.8993
MEM 13.390625 1756915747.0045
MEM 13.390625 1756915747.1097
MEM 13.390625 1756915747.2124
MEM 13.390625 1756915747.3179
MEM 13.390625 1756915747.4235
MEM 13.390625 1756915747.5271
MEM 13.390625 1756915747.6327
MEM 13.390625 1756915747.7383
MEM 13.390625 1756915747.8424
MEM 13.390625 1756915747.9480
MEM 13.390625 1756915748.0533
MEM 13.390625 1756915748.1586
MEM 13.421875 1756915748.2638
MEM 13.421875 1756915748.3645
MEM 13.421875 1756915748.4698
MEM 13.421875 1756915748.5743
MEM 13.390625 1756915748.6786
MEM 13.390625 1756915748.7808
MEM 13.359375 1756915748.8862
MEM 13.359375 1756915748.9869
MEM 13.359375 1756915749.0904
MEM 13.359375 1756915749.1955
MEM 13.390625 1756915749.3011
MEM 13.390625 1756915749.4047
MEM 13.390625 1756915749.5101
MEM 13.390625 1756915749.6154
MEM 13.390625 1756915749.7168
MEM 13.390625 1756915749.8196
MEM 13.390625 1756915749.9240
MEM 13.390625 1756915750.0262
MEM 13.390625 1756915750.1308
MEM 13.421875 1756915750.2359
MEM 13.421875 1756915750.3420
MEM 13.421875 1756915750.4472
MEM 13.421875 1756915750.5524
MEM 13.421875 1756915750.6577
MEM 13.421875 1756915750.7621
MEM 13.421875 1756915750.8673
MEM 13.421875 1756915750.9707
MEM 13.421875 1756915751.0746
MEM 13.390625 1756915751.1807
MEM 13.359375 1756915751.3028
MEM 12.093750 1756915751.4075
MEM 12.093750 1756915751.5127
MEM 12.093750 1756915751.6144
