CMDLINE python app.py
MEM 13.375000 1756915657.2722
MEM 13.406250 1756915657.3755
MEM 13.406250 1756915657.4811
MEM 13.406250 1756915657.5835
MEM 13.406250 1756915657.6863
MEM 13.406250 1756915657.7874
MEM 13.406250 1756915657.8898
MEM 13.406250 1756915657.9952
MEM 13.406250 1756915658.0986
MEM 13.406250 1756915658.2038
MEM 13.406250 1756915658.3093
MEM 13.421875 1756915658.4143
MEM 13.421875 1756915658.5197
MEM 13.421875 1756915658.6250
MEM 13.421875 1756915658.7305
MEM 13.421875 1756915658.8350
MEM 13.421875 1756915658.9380
MEM 13.421875 1756915659.0435
MEM 13.421875 1756915659.1488
MEM 13.421875 1756915659.2502
MEM 13.421875 1756915659.3538
MEM 13.421875 1756915659.4553
MEM 13.421875 1756915659.5593
MEM 13.421875 1756915659.6621
MEM 13.421875 1756915659.7628
MEM 13.421875 1756915659.8640
MEM 13.421875 1756915659.9667
MEM 13.421875 1756915660.0707
MEM 13.421875 1756915660.1754
MEM 13.421875 1756915660.2806
MEM 13.421875 1756915660.3812
MEM 13.421875 1756915660.4826
MEM 13.421875 1756915660.5879
MEM 13.421875 1756915660.6886
MEM 13.421875 1756915660.7896
MEM 13.421875 1756915660.8947
MEM 13.421875 1756915660.9983
MEM 13.421875 1756915661.1012
MEM 13.421875 1756915661.2046
MEM 13.421875 1756915661.3099
MEM 13.453125 1756915661.4122
MEM 13.453125 1756915661.5156
MEM 13.453125 1756915661.6195
MEM 13.453125 1756915661.7244
MEM 13.453125 1756915661.8273
MEM 13.453125 1756915661.9318
MEM 13.453125 1756915662.0371
MEM 13.453125 1756915662.1398
MEM 13.453125 1756915662.2448
MEM 13.453125 1756915662.3501
MEM 13.453125 1756915662.4526
MEM 13.453125 1756915662.5578
MEM 13.453125 1756915662.6631
MEM 13.453125 1756915662.7683
MEM 13.453125 1756915662.8691
MEM 13.453125 1756915662.9725
MEM 13.453125 1756915663.0763
MEM 13.453125 1756915663.1815
MEM 13.453125 1756915663.2817
MEM 13.453125 1756915663.3860
MEM 13.453125 1756915663.4912
MEM 13.453125 1756915663.5964
MEM 13.453125 1756915663.7001
MEM 13.453125 1756915663.8008
MEM 13.453125 1756915663.9023
MEM 13.453125 1756915664.0077
MEM 13.453125 1756915664.1132
MEM 13.421875 1756915664.2349
MEM 13.343750 1756915664.3583
MEM 13.375000 1756915664.4646
MEM 13.343750 1756915664.5705
MEM 13.343750 1756915664.6717
MEM 13.000000 1756915664.7767
MEM 13.000000 1756915664.8787
MEM 13.000000 1756915664.9838
MEM 13.000000 1756915665.0891
MEM 13.000000 1756915665.1935
MEM 13.000000 1756915665.2988
MEM 13.328125 1756915665.4012
MEM 13.328125 1756915665.5019
MEM 13.328125 1756915665.6070
MEM 13.328125 1756915665.7123
MEM 13.328125 1756915665.8175
MEM 13.328125 1756915665.9227
MEM 13.328125 1756915666.0280
MEM 13.328125 1756915666.1291
MEM 13.328125 1756915666.2345
MEM 13.328125 1756915666.3370
